ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (Observed),Christmas Day (Observed)_lower,Christmas Day (Observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Juneteenth National Independence Day (Observed),Juneteenth National Independence Day (Observed)_lower,Juneteenth National Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,daily,daily_lower,daily_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-02-11 23:00:00,1845.394426124545,1396.0431760142608,2158.6222730178447,1844.5966839684647,1845.394426124545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.092522539169487,-0.092522539169487,-0.092522539169487,0.0,0.0,0.0,-0.02687771221098536,-0.02687771221098536,-0.02687771221098536,-0.012300965660190604,-0.012300965660190604,-0.012300965660190604,0.07794579261869224,0.07794579261869224,0.07794579261869224,0.0,0.0,0.0,1795.7944458234128
2022-02-12 23:00:00,1845.4839054287543,1266.6417891939282,1977.5665358184951,1844.4651985070905,1845.4839054287543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253917050976,-0.09252253917050976,-0.09252253917050976,0.0,0.0,0.0,-0.11819617442796551,-0.11819617442796551,-0.11819617442796551,-0.10113320447281966,-0.10113320447281966,-0.10113320447281966,0.07545956921536391,0.07545956921536391,0.07545956921536391,0.0,0.0,0.0,1627.3547678386942
2022-02-13 23:00:00,1845.5733847329634,1383.55838895803,2089.651014057124,1844.1979283859748,1845.8541960735315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0925225391679687,-0.0925225391679687,-0.0925225391679687,0.0,0.0,0.0,-0.05752171978150659,-0.05752171978150659,-0.05752171978150659,-0.03786588285875294,-0.03786588285875294,-0.03786588285875294,0.07286670224521502,0.07286670224521502,0.07286670224521502,0.0,0.0,0.0,1739.4128296601473
2022-02-14 23:00:00,1845.6628640371723,1516.3188899549823,2228.1409492346957,1843.7801277029364,1846.2464871433174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916899146,-0.09252253916899146,-0.09252253916899146,0.0,0.0,0.0,0.019752219118879175,0.019752219118879175,0.019752219118879175,0.04210991438551924,0.04210991438551924,0.04210991438551924,0.07016484390235139,0.07016484390235139,0.07016484390235139,0.0,0.0,0.0,1882.1188013472129
2022-02-15 23:00:00,1845.7523433413817,1486.09279663712,2218.6418370299293,1842.9500568252042,1846.8661211678786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253917018435,-0.09252253917018435,-0.09252253917018435,0.0,0.0,0.0,0.011231925446998959,0.011231925446998959,0.011231925446998959,0.036401757075614466,0.036401757075614466,0.036401757075614466,0.06735270754156884,0.06735270754156884,0.06735270754156884,0.0,0.0,0.0,1866.4836960554157
2022-02-16 23:00:00,1845.8418226455908,1498.41489561454,2259.7116108780747,1842.6236246927492,1847.9210693465752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253917120712,-0.09252253917120712,-0.09252253917120712,0.0,0.0,0.0,0.013366205654898477,0.013366205654898477,0.013366205654898477,0.04145839648430162,0.04145839648430162,0.04145839648430162,0.06443034834180399,0.06443034834180399,0.06443034834180399,0.0,0.0,0.0,1870.5137240534843
2022-02-17 23:00:00,1845.9313019498002,1476.50077611318,2186.9783464790194,1842.285540732915,1848.8261302382143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916866603,-0.09252253916866603,-0.09252253916866603,0.0,0.0,0.0,0.00020684142498286328,0.00020684142498286328,0.00020684142498286328,0.031329985045921493,0.031329985045921493,0.031329985045921493,0.061399395547727394,0.061399395547727394,0.061399395547727394,0.0,0.0,0.0,1846.313117010716
2022-02-18 23:00:00,1846.020781254009,1421.479870899836,2132.567053839617,1841.0302407087663,1849.20875624599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916968879,-0.09252253916968879,-0.09252253916968879,0.0,0.0,0.0,-0.04656027776156735,-0.04656027776156735,-0.04656027776156735,-0.012300965660266507,-0.012300965660266507,-0.012300965660266507,0.05826322706838795,0.05826322706838795,0.05826322706838795,0.0,0.0,0.0,1760.0695409251969
2022-02-19 23:00:00,1846.1102605582184,1238.8642052560604,1938.244112960303,1839.76880729566,1849.8573182675502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0925225391708817,-0.0925225391708817,-0.0925225391708817,0.0,0.0,0.0,-0.13862866440654972,-0.13862866440654972,-0.13862866440654972,-0.10113320447276913,-0.10113320447276913,-0.10113320447276913,0.055027079237101095,0.055027079237101095,0.055027079237101095,0.0,0.0,0.0,1590.186460789805
2022-02-20 23:00:00,1846.1997398624276,1315.429805629065,2070.473039084533,1839.4671570989883,1851.0988127884796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916817048,-0.09252253916817048,-0.09252253916817048,0.0,0.0,0.0,-0.07869033522969505,-0.07869033522969505,-0.07869033522969505,-0.03786588285862577,-0.03786588285862577,-0.03786588285862577,0.051698086797101195,0.051698086797101195,0.051698086797101195,0.0,0.0,0.0,1700.9216634316774
2022-02-21 23:00:00,1846.289219166637,1451.034080699257,2205.2525003056007,1839.1647860306027,1852.0421573980184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021923336036589526,0.0021923336036589526,0.0021923336036589526,-0.09252253916936336,-0.09252253916936336,-0.09252253916936336,0.0021923336036589526,0.0021923336036589526,0.0021923336036589526,6.495941790081753e-05,6.495941790081753e-05,6.495941790081753e-05,0.04210991438564482,0.04210991438564482,0.04210991438564482,0.048285250597960426,0.048285250597960426,0.048285250597960426,0.0,0.0,0.0,1846.4091530395904
2022-02-22 23:00:00,1846.3786984708458,1464.0647152851777,2197.8918199104314,1837.9270908292317,1852.8966576422058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253917038615,-0.09252253917038615,-0.09252253917038615,0.0,0.0,0.0,-0.011321449104569488,-0.011321449104569488,-0.011321449104569488,0.03640175707564833,0.03640175707564833,0.03640175707564833,0.04479933299016833,0.04479933299016833,0.04479933299016833,0.0,0.0,0.0,1825.475016008347
2022-02-23 23:00:00,1846.4681777750552,1460.7486071411452,2176.5781756935876,1838.2208002327698,1853.914384653257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916784506,-0.09252253916784506,-0.09252253916784506,0.0,0.0,0.0,-0.009811459278563731,-0.009811459278563731,-0.009811459278563731,0.04145839648432148,0.04145839648432148,0.04145839648432148,0.04125268340495984,0.04125268340495984,0.04125268340495984,0.0,0.0,0.0,1828.3516304396514
2022-02-24 23:00:00,1846.5576570792643,1407.1099539563463,2187.434417308881,1837.3804675446972,1855.2278582263032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916886784,-0.09252253916886784,-0.09252253916886784,0.0,0.0,0.0,-0.02353355509757501,-0.02353355509757501,-0.02353355509757501,0.031329985045905104,0.031329985045905104,0.031329985045905104,0.037658999025387704,0.037658999025387704,0.037658999025387704,0.0,0.0,0.0,1803.1015907155404
2022-02-25 23:00:00,1846.6471363834737,1358.424037644565,2093.0023193430143,1836.3514619429752,1856.6205203283769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253917006073,-0.09252253917006073,-0.09252253917006073,0.0,0.0,0.0,-0.07079047711869618,-0.07079047711869618,-0.07079047711869618,-0.012300965659950749,-0.012300965659950749,-0.012300965659950749,0.034033027711315306,0.034033027711315306,0.034033027711315306,0.0,0.0,0.0,1715.9221045290135
2022-02-26 23:00:00,1846.7366156876826,1176.3865821416812,1893.3990316427912,1835.8831666714239,1857.5473817512457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253917108351,-0.09252253917108351,-0.09252253917108351,0.0,0.0,0.0,-0.16326552128020352,-0.16326552128020352,-0.16326552128020352,-0.10113320447282029,-0.10113320447282029,-0.10113320447282029,0.030390222363700255,0.030390222363700255,0.030390222363700255,0.0,0.0,0.0,1545.2281994601942
2022-02-27 23:00:00,1846.826094991892,1276.6254132836987,2012.6496489011415,1835.3748706120177,1858.6219052491645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916854244,-0.09252253916854244,-0.09252253916854244,0.0,0.0,0.0,-0.10364206439100573,-0.10364206439100573,-0.10364206439100573,-0.03786588285863973,-0.03786588285863973,-0.03786588285863973,0.026746357636176443,0.026746357636176443,0.026746357636176443,0.0,0.0,0.0,1655.4172259357526
2022-02-28 23:00:00,1846.915574296101,1398.556070593289,2122.1013524684768,1834.2107521839334,1859.2656779205506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916956521,-0.09252253916956521,-0.09252253916956521,0.0,0.0,0.0,-0.027295503514569067,-0.027295503514569067,-0.027295503514569067,0.04210991438561773,0.04210991438561773,0.04210991438561773,0.0231171212693784,0.0231171212693784,0.0231171212693784,0.0,0.0,0.0,1796.5030837467896
2022-03-01 23:00:00,1847.0050536003105,1424.917567221407,2144.052517359891,1833.0511551967697,1860.538142319816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253917075809,-0.09252253917075809,-0.09252253917075809,0.0,0.0,0.0,-0.036603088804965885,-0.036603088804965885,-0.036603088804965885,0.03640175707554822,0.03640175707554822,0.03640175707554822,0.019517693290243984,0.019517693290243984,0.019517693290243984,0.0,0.0,0.0,1779.3989636001575
2022-03-02 23:00:00,1847.0945329045194,1410.089305702104,2135.550212338267,1832.0385324058498,1861.8870206813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916804688,-0.09252253916804688,-0.09252253916804688,0.0,0.0,0.0,-0.03510181582948376,-0.03510181582948376,-0.03510181582948376,0.04145839648428753,0.04145839648428753,0.04145839648428753,0.015962326854275597,0.015962326854275597,0.015962326854275597,0.0,0.0,0.0,1782.2581607908585
2022-03-03 23:00:00,1847.184012208729,1377.1886184843565,2128.9744568341475,1831.455915002844,1862.614329607077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09252253916906965,-0.09252253916906965,-0.09252253916906965,0.0,0.0,0.0,-0.04872860952770875,-0.04872860952770875,-0.04872860952770875,0.03132998504590167,0.03132998504590167,0.03132998504590167,0.01246394459545922,0.01246394459545922,0.01246394459545922,0.0,0.0,0.0,1757.1733037519834
